GID;FROM;TO;EROSIORATE(cm/y);Periode
89;863.9282234;915.9282234;1.50000000000091;2009-2019
89;815.9282234;863.9282234;-3.00000000000182;2009-2019
89;803.9282234;815.9282234;1.79999999999836;2009-2019
89;715.9282234;803.9282234;3.70000000000118;2009-2019
89;615.9282234;715.9282234;-8.49999999999909;2009-2019
89;515.9282234;615.9282234;-9.20000000000073;2009-2019
89;414.9282234;515.9282234;-6.30000000000109;2009-2019
89;339.9282234;414.9282234;-0.40000000000191;2009-2019
89;317.9282234;339.9282234;3.39999999999918;2009-2019
89;233.9282234;317.9282234;3.49999999999909;2009-2019
89;216.9282234;233.9282234;1.39999999999873;2009-2019
89;113.9282234;216.9282234;1.39999999999873;2009-2019
89;12.9282234000002;113.9282234;10.3999999999996;2009-2019
89;0;12.9282234000002;6.49999999999864;2009-2019
351;15934.0392338;16028.0392338;0;2006-2014
351;15833.0392338;15934.0392338;6.00000000000023;2006-2014
351;15733.0392338;15833.0392338;16.3750000000007;2006-2014
351;15633.0392338;15733.0392338;16.4999999999992;2006-2014
351;15533.0392338;15633.0392338;8.87500000000045;2006-2014
351;15483.0392338;15533.0392338;7.62500000000017;2006-2014
351;15436.0392338;15483.0392338;8.25000000000031;2006-2014
351;15336.0392338;15436.0392338;-1.9999999999996;2006-2014
351;15303.0392338;15336.0392338;4.74999999999994;2006-2014
351;15235.0392338;15303.0392338;10.3749999999998;2006-2014
351;15135.0392338;15235.0392338;17.0000000000002;2006-2014
351;15035.0392338;15135.0392338;7.87499999999994;2006-2014
351;14935.0392338;15035.0392338;14.2499999999998;2006-2014
351;14835.0392338;14935.0392338;9.375;2006-2014
351;14736.0392338;14835.0392338;16.4999999999999;2006-2014
351;14637.0392338;14736.0392338;12.2500000000002;2006-2014
351;14537.0392338;14637.0392338;28.6249999999995;2006-2014
351;14437.0392338;14537.0392338;31.3749999999999;2006-2014
351;14337.0392338;14437.0392338;18.5000000000002;2006-2014
351;14237.0392338;14337.0392338;7.87499999999994;2006-2014
351;14138.0392338;14237.0392338;10.0000000000001;2006-2014
351;14038.0392338;14138.0392338;12.2499999999995;2006-2014
351;13938.0392338;14038.0392338;13.8749999999995;2006-2014
351;13838.0392338;13938.0392338;16.8750000000003;2006-2014
351;13738.0392338;13838.0392338;17.4999999999997;2006-2014
351;13638.0392338;13738.0392338;18.4999999999995;2006-2014
351;13539.0392338;13638.0392338;12.7499999999998;2006-2014
351;13439.0392338;13539.0392338;6.87500000000014;2006-2014
351;13345.0392338;13439.0392338;7.87499999999994;2006-2014
351;13239.0392338;13345.0392338;7.00000000000003;2006-2014
351;13139.0392338;13239.0392338;7.49999999999957;2006-2014
351;13039.0392338;13139.0392338;7.12499999999991;2006-2014
351;12939.0392338;13039.0392338;4.24999999999969;2006-2014
351;12885.0392338;12939.0392338;0.874999999999915;2006-2014
351;12839.0392338;12885.0392338;-2.1250000000002;2006-2014
351;12739.0392338;12839.0392338;-0.874999999999915;2006-2014
351;12639.0392338;12739.0392338;2.74999999999963;2006-2014
351;12539.0392338;12639.0392338;4.50000000000017;2006-2014
351;12439.0392338;12539.0392338;6.62500000000037;2006-2014
351;12338.0392338;12439.0392338;7.2499999999998;2006-2014
351;12237.0392338;12338.0392338;7.62500000000017;2006-2014
351;12135.0392338;12237.0392338;1.50000000000006;2006-2014
351;12035.0392338;12135.0392338;-0.625000000000142;2006-2014
351;11935.0392338;12035.0392338;-1.1250000000004;2006-2014
351;11836.0392338;11935.0392338;-1.12499999999969;2006-2014
351;11736.0392338;11836.0392338;-0.749999999999318;2006-2014
351;11636.0392338;11736.0392338;0.250000000000483;2006-2014
351;11536.0392338;11636.0392338;0.250000000000483;2006-2014
351;11436.0392338;11536.0392338;0.249999999999773;2006-2014
351;11336.0392338;11436.0392338;6.62500000000037;2006-2014
351;11235.0392338;11336.0392338;0.125000000000597;2006-2014
351;11137.0392338;11235.0392338;1.9999999999996;2006-2014
351;11038.0392338;11137.0392338;-0.249999999999773;2006-2014
351;10938.0392338;11038.0392338;3.00000000000011;2006-2014
351;10838.0392338;10938.0392338;-0.374999999999659;2006-2014
351;10738.0392338;10838.0392338;0;2006-2014
351;10638.0392338;10738.0392338;-0.999999999999801;2006-2014
351;10538.0392338;10638.0392338;-2.24999999999937;2006-2014
351;10438.0392338;10538.0392338;-1.12499999999969;2006-2014
351;10338.0392338;10438.0392338;1.50000000000006;2006-2014
351;10287.0392338;10338.0392338;1.75000000000054;2006-2014
351;10237.0392338;10287.0392338;0.124999999999886;2006-2014
351;10186.0392338;10237.0392338;0.750000000000028;2006-2014
351;10137.0392338;10186.0392338;2.50000000000057;2006-2014
351;10087.0392338;10137.0392338;2.1250000000002;2006-2014
351;10037.0392338;10087.0392338;1.00000000000051;2006-2014
351;9986.0392338;10037.0392338;0.374999999999659;2006-2014
351;9937.0392338;9986.0392338;1.37500000000017;2006-2014
351;9886.0392338;9937.0392338;1.75000000000054;2006-2014
351;9837.0392338;9886.0392338;2.74999999999963;2006-2014
351;9786.0392338;9837.0392338;1.87499999999972;2006-2014
351;9737.0392338;9786.0392338;1.87499999999972;2006-2014
351;9687.0392338;9737.0392338;1.87499999999972;2006-2014
351;9635.0392338;9687.0392338;1.74999999999983;2006-2014
351;9582.0392338;9635.0392338;2.62499999999974;2006-2014
351;9532.0392338;9582.0392338;4.74999999999994;2006-2014
351;9481.0392338;9532.0392338;1.25000000000028;2006-2014
351;9431.0392338;9481.0392338;0.499999999999545;2006-2014
351;9381.0392338;9431.0392338;0.124999999999886;2006-2014
351;9359.0392338;9381.0392338;1.75000000000054;2006-2014
351;9331.0392338;9359.0392338;0.499999999999545;2006-2014
351;9232.0392338;9331.0392338;0.500000000000256;2006-2014
351;9132.0392338;9232.0392338;-0.625000000000142;2006-2014
351;9032.0392338;9132.0392338;0.375000000000369;2006-2014
351;8931.0392338;9032.0392338;1.1250000000004;2006-2014
351;8831.0392338;8931.0392338;1.00000000000051;2006-2014
351;8780.0392338;8831.0392338;2.75000000000034;2006-2014
351;8730.0392338;8780.0392338;3.00000000000011;2006-2014
351;8680.0392338;8730.0392338;2.25000000000009;2006-2014
351;8629.0392338;8680.0392338;2.12499999999949;2006-2014
351;8579.0392338;8629.0392338;2.37499999999997;2006-2014
351;8529.0392338;8579.0392338;2.25000000000009;2006-2014
351;8479.0392338;8529.0392338;3.125;2006-2014
351;8429.0392338;8479.0392338;3.37499999999977;2006-2014
351;8379.0392338;8429.0392338;2.12499999999949;2006-2014
351;8329.0392338;8379.0392338;0.999999999999801;2006-2014
351;8280.0392338;8329.0392338;0.874999999999915;2006-2014
351;8229.0392338;8280.0392338;1.12499999999969;2006-2014
351;8179.0392338;8229.0392338;0.124999999999886;2006-2014
351;8131.0392338;8179.0392338;0.374999999999659;2006-2014
351;8030.0392338;8131.0392338;3.87500000000003;2006-2014
351;7929.0392338;8030.0392338;1.74999999999983;2006-2014
351;7829.0392338;7929.0392338;1.37500000000017;2006-2014
351;7729.0392338;7829.0392338;3.00000000000011;2006-2014
351;7629.0392338;7729.0392338;1.37500000000017;2006-2014
351;7529.0392338;7629.0392338;3.37499999999977;2006-2014
351;7452.0392338;7529.0392338;1.50000000000006;2006-2014
351;7429.0392338;7452.0392338;4.2500000000004;2006-2014
351;7329.0392338;7429.0392338;4.99999999999972;2006-2014
351;7229.0392338;7329.0392338;6.25;2006-2014
351;7129.0392338;7229.0392338;0.750000000000028;2006-2014
351;7029.0392338;7129.0392338;-0.124999999999886;2006-2014
351;6930.0392338;7029.0392338;-0.125000000000597;2006-2014
351;6829.0392338;6930.0392338;0.625000000000142;2006-2014
351;6728.0392338;6829.0392338;-0.124999999999886;2006-2014
351;6628.0392338;6728.0392338;0;2006-2014
351;6528.0392338;6628.0392338;-0.625000000000142;2006-2014
351;6428.0392338;6528.0392338;1.9999999999996;2006-2014
351;6328.0392338;6428.0392338;2.62499999999974;2006-2014
351;6228.0392338;6328.0392338;2.1250000000002;2006-2014
351;6128.0392338;6228.0392338;-0.124999999999886;2006-2014
351;6029.0392338;6128.0392338;1.37500000000017;2006-2014
351;5929.0392338;6029.0392338;1.37500000000017;2006-2014
351;5829.0392338;5929.0392338;1.50000000000006;2006-2014
351;5729.0392338;5829.0392338;-0.750000000000028;2006-2014
351;5628.0392338;5729.0392338;-1.37499999999946;2006-2014
351;5528.0392338;5628.0392338;-0.375000000000369;2006-2014
351;5429.0392338;5528.0392338;0.124999999999886;2006-2014
351;5329.0392338;5429.0392338;1.9999999999996;2006-2014
351;5229.0392338;5329.0392338;2.1250000000002;2006-2014
351;5129.0392338;5229.0392338;2.87500000000023;2006-2014
351;5029.0392338;5129.0392338;4.2500000000004;2006-2014
351;4929.0392338;5029.0392338;4.50000000000017;2006-2014
351;4829.0392338;4929.0392338;2.62500000000045;2006-2014
351;4729.0392338;4829.0392338;4.62499999999935;2006-2014
351;4629.0392338;4729.0392338;4.50000000000017;2006-2014
351;4529.0392338;4629.0392338;6.87499999999943;2006-2014
351;4429.0392338;4529.0392338;5.12500000000031;2006-2014
351;4329.0392338;4429.0392338;5.12500000000031;2006-2014
351;4228.0392338;4329.0392338;7.2499999999998;2006-2014
351;4126.0392338;4228.0392338;8.87499999999974;2006-2014
351;4026.0392338;4126.0392338;13.8750000000002;2006-2014
351;4007.0392338;4026.0392338;17.8750000000001;2006-2014
351;3926.0392338;4007.0392338;17.3749999999998;2006-2014
351;3826.0392338;3926.0392338;6.00000000000023;2006-2014
351;3726.0392338;3826.0392338;9.25000000000011;2006-2014
351;3626.0392338;3726.0392338;9.12499999999952;2006-2014
351;3526.0392338;3626.0392338;5.62500000000057;2006-2014
351;3426.0392338;3526.0392338;6.62499999999966;2006-2014
351;3326.0392338;3426.0392338;0.875000000000625;2006-2014
351;3226.0392338;3326.0392338;1.00000000000051;2006-2014
351;3126.0392338;3226.0392338;0.500000000000256;2006-2014
351;3026.0392338;3126.0392338;-0.249999999999773;2006-2014
351;2926.0392338;3026.0392338;-1.50000000000006;2006-2014
351;2826.0392338;2926.0392338;-0.625000000000142;2006-2014
351;2726.0392338;2826.0392338;-0.124999999999886;2006-2014
351;2626.0392338;2726.0392338;-0.249999999999773;2006-2014
351;2526.0392338;2626.0392338;2.37499999999997;2006-2014
351;2426.0392338;2526.0392338;1.1250000000004;2006-2014
351;2326.0392338;2426.0392338;0.750000000000028;2006-2014
351;2226.0392338;2326.0392338;0.250000000000483;2006-2014
351;2126.0392338;2226.0392338;0;2006-2014
351;2026.0392338;2126.0392338;0.375000000000369;2006-2014
351;1926.0392338;2026.0392338;1.37500000000017;2006-2014
351;1826.0392338;1926.0392338;1.75000000000054;2006-2014
351;1726.0392338;1826.0392338;1.24999999999957;2006-2014
351;1625.0392338;1726.0392338;1.12499999999969;2006-2014
351;1526.0392338;1625.0392338;1.87500000000043;2006-2014
351;1509.0392338;1526.0392338;-0.375000000000369;2006-2014
351;1426.0392338;1509.0392338;-0.625000000000142;2006-2014
351;1326.0392338;1426.0392338;0.374999999999659;2006-2014
351;1226.0392338;1326.0392338;0;2006-2014
351;1126.0392338;1226.0392338;0.249999999999773;2006-2014
351;1026.0392338;1126.0392338;-0.124999999999886;2006-2014
351;926.0392338;1026.0392338;0.249999999999773;2006-2014
351;826.0392338;926.0392338;-1.12499999999969;2006-2014
351;726.0392338;826.0392338;-0.124999999999886;2006-2014
351;626.0392338;726.0392338;-1.25000000000028;2006-2014
351;526.0392338;626.0392338;0.624999999999432;2006-2014
351;426.0392338;526.0392338;1.50000000000006;2006-2014
351;326.0392338;426.0392338;3.87500000000003;2006-2014
351;226.0392338;326.0392338;7.00000000000003;2006-2014
351;198.0392338;226.0392338;9.12500000000023;2006-2014
351;161.0392338;198.0392338;6.87500000000014;2006-2014
351;126.0392338;161.0392338;6.37499999999989;2006-2014
351;25.0392338000001;126.0392338;8.2499999999996;2006-2014



